"","H00908.CSI","H00909.CSI","H00910.CSI","H00911.CSI","H00912.CSI","H00913.CSI","H00914.CSI","H00915.CSI","H00916.CSI","H00917.CSI"
"2008-06-11",4466.298,3447.529,2841.782,2957.375,4847.591,3461.948,4594.907,1568.002,2981.11,2256.538
"2008-06-12",4373.695,3418.756,2792.213,2922.429,4702.095,3403.363,4497.676,1532.587,2927.769,2228.231
"2008-06-13",4245.616,3313.502,2682.63,2809.526,4539.131,3344.726,4351.452,1443.87,2810.316,2154.953
"2008-06-16",4167.89,3279.565,2624.991,2751.694,4438.254,3339.069,4390.164,1436.975,2722.05,2139.89
"2008-06-17",4087.054,3135.717,2488.375,2635.04,4319.884,3201.139,4235.767,1385.357,2703.291,2061.011
"2008-06-18",4363.05,3317.166,2628.009,2760.232,4516.341,3357.79,4432.745,1457.211,2834.106,2160.201
"2008-06-19",4186.149,3041.712,2433.346,2534.06,4226.032,3111.815,4072.965,1339.041,2607.567,2044.732
"2008-06-20",4197.261,3067.283,2486.539,2586.103,4362.258,3197.19,4264.674,1385.124,2693.384,2164.572
"2008-06-23",4029.63,3009.682,2442.681,2550.487,4262.777,3161.562,4179.99,1381.843,2675.426,2134.592
"2008-06-24",4092.942,3025.031,2508.295,2633.603,4391.119,3259.014,4299.145,1428.994,2814.485,2144.125
"2008-06-25",4252.929,3176.344,2620.428,2780.732,4653.016,3352.921,4439.679,1498.576,2910.686,2210.581
"2008-06-26",4295.813,3220.025,2633.402,2812.204,4658.736,3459.635,4422.04,1505.331,2853.445,2208.241
"2008-06-27",4136.756,3033.365,2457.572,2661.688,4425.286,3272.346,4162.36,1410.157,2722.461,2117.552
"2008-06-30",4098.158,3008.013,2461.767,2640.695,4453.178,3290.559,4095.945,1380.038,2771.454,2078.898
"2008-07-01",4018.878,2924.137,2406.365,2597.144,4378.341,3220.552,3877.13,1335.33,2722.014,2031.087
"2008-07-02",3981.779,2946.813,2443.862,2622.46,4437.703,3269.492,3822.305,1357.452,2808.182,2049.589
"2008-07-03",3981.873,3061.003,2529.614,2704.364,4645.683,3389.527,3861.669,1436.46,2886.8,2098.251
"2008-07-04",3744.622,3007.163,2510.862,2709.23,4675.574,3420.074,3904.604,1467.063,2850.103,2102.69
"2008-07-07",3862.504,3175.393,2648.344,2851.659,4857.585,3557.942,4144.99,1526.017,2945.527,2172.349
"2008-07-08",3977.349,3208.13,2666.249,2899.549,4847.536,3568.908,4137.52,1560.108,2900.98,2173.721
"2008-07-09",4104.865,3326.71,2751.424,2977.891,4921.445,3647.371,4372.098,1593.937,2974.586,2221.042
"2008-07-10",4065.281,3258.186,2720.808,2934.594,4828.647,3590.927,4326.344,1560.132,2887.771,2190.397
"2008-07-11",4078.613,3237.923,2692.389,2898.352,4786.079,3640.024,4288.567,1557.48,2875.995,2183.943
"2008-07-14",4094.144,3283.569,2712.473,2916.991,4844.285,3709.314,4314.557,1591.181,2881.766,2191.389
"2008-07-15",3951.38,3173.395,2614.834,2830.681,4745.19,3534.483,4067.058,1563.115,2777.849,2125.773
"2008-07-16",3863.624,3013.775,2518.377,2738.698,4688.599,3352.322,3891.61,1463.131,2759.58,2047.163
"2008-07-17",3792.391,2980.254,2494.516,2709.951,4777.224,3339.064,3857.023,1435.655,2720.701,2005.293
"2008-07-18",3845.533,3077.498,2603.304,2789.207,4919.248,3343.831,4027.122,1509.305,2898.016,2054.361
"2008-07-21",3956.928,3170.213,2691.727,2906.513,5063.924,3492.763,4184.585,1567.896,2922.169,2102.118
"2008-07-22",3932.725,3167.046,2694.909,2916.6,5030.642,3501.012,4170.352,1574.585,2900.867,2111.4
"2008-07-23",3852.363,3125.99,2664.204,2899.16,4995.113,3467.284,4173.003,1560.532,2872.21,2103.594
"2008-07-24",3909.741,3200.515,2735.455,2978.376,5078.771,3504.755,4391.991,1605.724,2932.646,2139.177
"2008-07-25",3812.268,3144.171,2708.808,2945.616,5092.921,3500.154,4337.658,1577.614,2889.218,2133.141
"2008-07-28",3891.139,3167.949,2745.288,2950.028,5102.428,3554.276,4353.276,1590.223,2892.313,2164.308
"2008-07-29",3927.429,3096.971,2679.199,2895.531,5032.55,3528.941,4249.607,1528.272,2830.799,2125.227
"2008-07-30",3858.019,3073.303,2659.705,2869.277,5005.383,3503.725,4228.188,1536.816,2805.868,2126.283
"2008-07-31",3760.66,2995.044,2587.178,2757.859,4931.203,3385.106,4106.904,1482.473,2754.192,2071.818
"2008-08-01",3686.313,2978.082,2614.412,2789.708,4959.902,3395.484,4249.636,1501.603,2793.257,2078.459
"2008-08-04",3604.935,2876.911,2539.8,2717.286,4970.51,3333.644,4148.3,1454.578,2766.449,2055.208
"2008-08-05",3429.742,2758.714,2487.932,2637.593,4873.927,3283.805,4074.586,1427.602,2755.283,2035.485
"2008-08-06",3434.771,2759.74,2493.722,2634.841,4905.043,3304.292,4142.624,1419.006,2752.053,2036.522
"2008-08-07",3441.591,2756.752,2495.651,2653.916,4882.709,3251.047,4128.974,1429.006,2759.565,2048.467
"2008-08-08",3337.107,2611.645,2356.513,2494.627,4715.909,3111.981,3926.073,1333.573,2715.118,1973.643
"2008-08-11",3173.907,2456.624,2208.107,2327.219,4416.576,2958.126,3769.93,1245.949,2542.828,1880.411
"2008-08-12",3209.169,2467.475,2199.584,2309.619,4422.362,2969.973,3712.571,1230.917,2498.202,1889.772
"2008-08-13",3254.754,2489.392,2207.108,2322.601,4462.979,2974.336,3671.439,1238.549,2450.972,1902.185
"2008-08-14",3247.244,2475.94,2209.953,2356.175,4492.383,2986.834,3664.171,1236.525,2396.805,1906.685
"2008-08-15",3244.758,2481.463,2210.478,2347.269,4518.161,2976.845,3684.259,1238.033,2316.014,1916.234
"2008-08-18",3032.781,2333.567,2081.227,2202.683,4326.817,2779.55,3496.88,1145.508,2139.087,1873.08
"2008-08-19",3033.343,2361.781,2110.698,2246.122,4333.969,2828.723,3577.892,1153.131,2126.236,1912.591
"2008-08-20",3273.806,2532.142,2280.495,2418.158,4619.488,3035.264,3899.154,1247.001,2276.471,1975.241
"2008-08-21",3114.431,2445.742,2196.356,2340.327,4472.467,2896.74,3789.156,1218.461,2116.14,1882.023
"2008-08-22",3095.021,2399.482,2176.366,2287.238,4380.02,2812.58,3727.797,1186.427,2074.292,1836.02
"2008-08-25",3087.841,2380.381,2165.571,2273.406,4363.617,2801.779,3741.331,1181.709,2077.235,1824.322
"2008-08-26",2985.06,2286.242,2077.798,2176.912,4208.983,2745.201,3690.082,1124.404,2013.861,1763.718
"2008-08-27",2937.26,2282.074,2044.578,2171.665,4122.539,2652.542,3728.888,1112.899,1969.637,1760.869
"2008-08-28",2952.029,2296.551,2052.922,2170.062,4128.562,2629.081,3754.992,1113.388,1950.635,1765.277
"2008-08-29",3017.234,2356.923,2115.259,2227.926,4239.687,2691.907,3834.931,1149.528,1980.536,1793.93
"2008-09-01",2934.742,2287.883,2072.983,2138.045,4101.569,2621.572,3663.841,1110.866,1897.199,1757.867
"2008-09-02",2883.342,2287.037,2067.171,2102.008,3967.406,2566.461,3612.208,1120.148,1922.963,1769.731
"2008-09-03",2767.206,2265.662,2044.999,2074.451,3830.519,2529.801,3540.836,1111.155,1924.719,1787.739
"2008-09-04",2759.461,2286.255,2030.199,2093.182,3883.617,2553.284,3539.28,1128.941,1943.874,1809.699
"2008-09-05",2663.968,2223.515,1961.671,2028.789,3823.382,2490.713,3422.912,1096.43,1889.416,1784.597
"2008-09-08",2592.63,2152.365,1898.027,1945.463,3732.789,2376.581,3373.001,1045.178,1789.448,1724.048
"2008-09-09",2574.686,2171.021,1920.448,1983.898,3757.964,2387.621,3384.194,1044.694,1777.421,1745.789
"2008-09-10",2552.402,2173.561,1938.105,2014.194,3782.038,2387.162,3374.326,1050.7,1793.971,1765.549
"2008-09-11",2443.802,2118.644,1901.683,1988.148,3748.854,2364.563,3200.263,1031.093,1718.582,1758.092
"2008-09-12",2451.843,2131.87,1920.425,1996.483,3781.344,2397.041,3188.846,1031.972,1727.443,1767.46
"2008-09-16",2308.607,2110.979,1914.486,1980.744,3770.326,2405.253,2944.351,995.651,1755.079,1760.103
"2008-09-17",2302.98,2067.351,1887.73,1933.21,3678.264,2359.155,2732.45,967.452,1716.087,1750.039
"2008-09-18",2303.419,2027.981,1817.433,1868.726,3517.63,2301.132,2721.453,952.55,1772.68,1693.486
"2008-09-19",2531.578,2189.858,1999.515,2048.887,3836.67,2531.502,2993.816,1048.031,1951.34,1792.256
"2008-09-22",2772.71,2275.878,2117.753,2142.019,3869.832,2586.711,3269.934,1091.385,2068.108,1839.325
"2008-09-23",2797.732,2183.678,2036.923,2025.349,3517.875,2415.854,3140.629,1034.584,1961.79,1794.996
"2008-09-24",2828.334,2192.221,2067.456,2063.364,3595.276,2443.725,3135.137,1042.287,2030.25,1800.01
"2008-09-25",2958.684,2272.285,2151.76,2137.765,3681.922,2515.423,3273.855,1064.568,2080.674,1861.97
"2008-09-26",2930.21,2283.142,2175.17,2186.115,3751.084,2565.457,3307.157,1059.918,2116.957,1890.885
"2008-10-06",2681.43,2142.42,2078.909,2110.534,3662.326,2553.09,3130.571,1008.464,2081.154,1829.285
"2008-10-07",2583.828,2109.116,2066.53,2102.885,3576.281,2640.177,3085.01,1007.288,2112.004,1851.206
"2008-10-08",2516.989,2068.637,2001.288,2020.116,3502.121,2589.8,2905.706,976.558,1990.784,1833.146
"2008-10-09",2458.822,2029.206,1974.82,1992.446,3416.4,2584.44,2884.87,972.697,1936.281,1812.383
"2008-10-10",2326.565,1929.407,1895.591,1878.636,3234.728,2481.148,2767.059,915.793,1899.309,1757.653
"2008-10-13",2353.288,1952.567,1950.1,1931.401,3220.265,2504.608,3003.069,929.451,1902.448,1799.745
"2008-10-14",2307.549,1916.44,1890.716,1880.271,3151.61,2454.633,2909.038,904.547,1860.085,1782.389
"2008-10-15",2230.05,1887.982,1862.021,1854.197,3062.151,2475.513,2917.187,890.431,1825.52,1765.863
"2008-10-16",2070.232,1793.811,1764.18,1758.669,2948.177,2365.461,2784.309,835.581,1781.604,1707.204
"2008-10-17",2112.241,1808.727,1771.596,1755.689,2945.728,2361.342,2803.063,859.081,1781.892,1717.997
"2008-10-20",2196.888,1849.985,1823.808,1802.643,3016.039,2410.341,2933.761,889.045,1843.49,1744.853
"2008-10-21",2230.208,1848.956,1817.266,1802.263,2988.057,2416.365,2872.872,885.895,1819.383,1733.463
"2008-10-22",2145.357,1806.717,1766.693,1775.281,3032.854,2397.736,2789.596,864.318,1765.674,1676.588
"2008-10-23",2157.243,1810.377,1779.836,1788.164,3073.562,2429.366,2772.7,861.618,1756.333,1669.737
"2008-10-24",2107.611,1776.647,1751.271,1751.376,3026.504,2428.482,2638.047,839.716,1721.093,1650.255
"2008-10-27",1917.238,1668.965,1620.887,1610.812,2820.595,2318.397,2444.178,792.76,1549.484,1597.563
"2008-10-28",1964.814,1699.167,1650.505,1650.4,2916.236,2354.266,2559.929,825.748,1594.051,1624.043
"2008-10-29",1907.496,1668.812,1579.444,1590.13,2873.411,2273.845,2486.879,800.742,1590.376,1600.192
"2008-10-30",1987.806,1699.368,1593.233,1612.184,2879.388,2276.5,2568.563,806.782,1678.137,1632.226
"2008-10-31",1967.099,1658.639,1539.677,1597.612,2844.108,2224.915,2509.401,794.103,1657.983,1634.534
"2008-11-03",1964.702,1644.837,1510.932,1574.535,2841.27,2217.189,2504.486,777.33,1673.424,1634.413
"2008-11-04",1908.261,1620.468,1486.252,1547.505,2820.971,2209.793,2462.811,766.991,1679.571,1626.849
"2008-11-05",1978.302,1675.237,1539.072,1593.738,2917.389,2255.477,2585.136,793.247,1761.51,1658.298
"2008-11-06",1905.762,1669.819,1505.876,1555.151,2803.891,2222.625,2502.297,787.304,1702.933,1644.883
"2008-11-07",1928.077,1680.234,1524.333,1571.43,2731.154,2222.581,2584.3,801.143,1746.45,1667.018
"2008-11-10",2100.553,1783.992,1650.704,1692.077,2894.412,2343.653,2789.413,860.076,1868.628,1729.33
"2008-11-11",2080.975,1790.026,1645.608,1672.38,2824.743,2295.12,2738.751,849.448,1819.482,1716.646
"2008-11-12",2086.046,1809.036,1670.535,1680.819,2824.663,2306.434,2787.444,863.036,1821.069,1722.014
"2008-11-13",2196.187,1880.374,1763.634,1752.443,2919.249,2379.338,2883.649,895.965,1857.396,1772.257
"2008-11-14",2269.597,1941.66,1848.18,1839.759,3169.816,2510.99,2968.25,937.513,1916.446,1802.169
"2008-11-17",2300.248,1987.331,1912.032,1901.169,3265.768,2621.615,3002.118,993.907,2044.189,1850.32
"2008-11-18",2119.081,1839.386,1790.248,1733.077,3039.317,2425.321,2754.089,915.763,1930.643,1783.262
"2008-11-19",2264.999,1929.241,1897.093,1853.06,3242.502,2581.549,2931.153,981.822,2124.31,1850.34
"2008-11-20",2212.945,1914.74,1860.855,1876.704,3259.408,2564.785,2892.507,979.877,2103.821,1839.572
"2008-11-21",2166.364,1904.122,1848.098,1846.016,3248.794,2536.376,2890.892,956.179,2053.394,1856.104
"2008-11-24",2089.224,1842.447,1754.111,1792.394,3191.2,2508.823,2733.351,914.791,1903.517,1803.246
"2008-11-25",2094.394,1832.18,1739.44,1780.893,3163.349,2479.242,2737.186,925.589,1929.323,1808.294
"2008-11-26",2092.801,1855.834,1751.807,1783.613,3161.039,2466.432,2746.114,917.689,1945.957,1831.784
"2008-11-27",2111.22,1889.374,1769.573,1839.48,3233.506,2512.895,2781.408,932.195,1965.206,1851.274
"2008-11-28",2073.924,1862.321,1754.673,1839.193,3219.745,2541.338,2659.133,917.057,1920.158,1850.657
"2008-12-01",2104.472,1902.174,1795.004,1899.36,3275.862,2628.486,2695.675,955.993,1969.996,1867.048
"2008-12-02",2094.76,1908.098,1794.867,1934.746,3337.074,2685.561,2687.862,982.517,1971.906,1872.459
"2008-12-03",2226.454,1988.232,1892.215,2003.273,3451.412,2758.565,2816.004,1020.25,2064.554,1899.908
"2008-12-04",2273.256,2017.015,1895.061,2015.728,3505.896,2723.261,2895.304,1026.5,2089.969,1893.309
"2008-12-05",2287.988,2041.037,1912.072,2062.605,3576.789,2760.448,2958.991,1041.036,2143.604,1886.478
"2008-12-08",2385.199,2110.369,2002.578,2137.632,3687.376,2849.955,3094.785,1094.517,2206.718,1934.237
"2008-12-09",2364.738,2096.522,1957.081,2068.54,3573.928,2822.507,2979.344,1057.114,2103.404,1894.675
"2008-12-10",2384.92,2109.319,2000.112,2119.457,3620.506,2857.163,3126.319,1103.512,2159.783,1915.072
"2008-12-11",2358.158,2051.433,1935.743,2058.47,3601.409,2795.969,3047.13,1055.308,2092.762,1898.925
"2008-12-12",2255.11,1958.377,1866.935,1977.775,3420.044,2668.819,2893,1009.157,2103.216,1876.757
"2008-12-15",2254.439,1978.038,1874.452,1987.503,3487.529,2716.561,2909.713,1033.496,2144.769,1902.922
"2008-12-16",2297.191,2006.578,1880.559,2031.546,3512.206,2828.434,2942.448,1035.401,2087.37,1885.577
"2008-12-17",2289.886,2022.85,1899.34,2048.63,3553.879,2877.158,2933.947,1047.002,2113.1,1889.742
"2008-12-18",2357.124,2043.769,1924.802,2081.988,3614.442,2899.663,3038.32,1067.455,2109.866,1899.616
"2008-12-19",2349.44,2054.704,1937.594,2093.692,3642.235,2962.937,3037.218,1088.272,2106.931,1921.14
"2008-12-22",2313.427,2020.805,1921.353,2085.396,3604.414,2959.172,2947.585,1103.845,2140.235,1894.161
"2008-12-23",2214.548,1922.35,1817.584,1967.129,3434.574,2805.574,2800.784,1047.205,2025.768,1840.191
"2008-12-24",2170.179,1883.1,1788.494,1944.727,3406.844,2793.184,2760.687,1018.83,1958.459,1794.877
"2008-12-25",2141.11,1878.093,1777.638,1937.717,3349.537,2808.873,2731.295,1001.426,1924.615,1781.044
"2008-12-26",2148.783,1853.36,1768.936,1920.792,3337.791,2765.58,2723.288,976.141,1939.784,1781.155
"2008-12-29",2116.872,1831.174,1783.899,1917.901,3327.509,2763.412,2704.977,967.465,1944.377,1799.375
"2008-12-30",2111.014,1775.785,1766.313,1910.903,3304.66,2783.651,2670.577,959.603,1936.77,1796.761
"2008-12-31",2088.686,1730.864,1747.854,1898.711,3278.16,2793.647,2659.822,945.565,1963.099,1792.604
"2009-01-05",2181.26,1809.761,1811.912,1931.483,3333.011,2886.065,2767.927,966.484,1999.475,1833.276
"2009-01-06",2302.655,1866.284,1879.438,1962.514,3393.622,2930.186,2858.265,988.705,2074.818,1862.193
"2009-01-07",2283.637,1855.793,1881.467,1967.136,3359.467,2947.604,2829.659,991.97,2025.627,1857.859
"2009-01-08",2266.188,1801.204,1839.343,1919.609,3325.847,2929.117,2755.263,967.246,1920.546,1845.232
"2009-01-09",2295.925,1845.969,1871.527,1949.297,3365.387,2999.858,2795.048,986.319,1935.409,1866.003
"2009-01-12",2276.545,1876.58,1872.786,1974.538,3356.56,3002.022,2786.809,1000.118,1897.556,1869.527
"2009-01-13",2210.693,1839.104,1822.827,1944.036,3226.251,2932.065,2726.748,970.758,1844.8,1840.513
"2009-01-14",2320.379,1916.792,1888.772,1998.768,3290.941,3023.081,2878.67,1010.448,1859.665,1871.726
"2009-01-15",2296.769,1918.179,1903.27,2003.061,3265.097,3019.377,2870.612,1037.096,1909.266,1867.862
"2009-01-16",2343.292,1938.931,1923.197,2031.257,3360.612,3040.198,2941.546,1053.211,1942.603,1887.841
"2009-01-19",2374.398,1953.265,1931.083,2043.722,3348.087,2998.292,3003.074,1044.906,1977.97,1895.172
"2009-01-20",2386.509,1975.764,1941.003,2042.074,3349.813,3056.722,3028.826,1044.949,1962.441,1895.967
"2009-01-21",2368.173,1964.139,1940.547,2009.847,3301.955,3089.933,3049.257,1038.23,1917.071,1880.095
"2009-01-22",2457.287,2001.196,1969.811,2023.096,3337.382,3153.248,3056.5,1048.948,1947.428,1884.662
"2009-01-23",2428.358,1991.672,1956.074,2005.672,3349.124,3134.817,3034.691,1042.19,1995.677,1880.049
"2009-02-02",2431.201,2038.442,1999.186,2068.102,3391.144,3159.958,3035.655,1074.238,2007.462,1929.903
"2009-02-03",2472.731,2100.672,2057.811,2123.528,3504.369,3220.229,3107.641,1105.205,2037.426,1968.264
"2009-02-04",2512.151,2163.916,2079.302,2179.273,3578.333,3298.293,3231.751,1135.487,2091.495,1987.233
"2009-02-05",2534.583,2144.85,2057.77,2140.729,3553.582,3237.874,3214.131,1116.482,2057.62,1972.898
"2009-02-06",2630.828,2245.456,2123.937,2254.733,3701.386,3313.536,3347.82,1175.129,2145.298,2017.804
"2009-02-09",2714.956,2360.803,2190.647,2344.372,3829.025,3409.911,3390.947,1202.417,2171.552,2046.426
"2009-02-10",2767.193,2429.404,2225.891,2391.48,3859.617,3482.315,3404.61,1234.855,2189.034,2055.658
"2009-02-11",2718.79,2406.677,2236.214,2393.479,3963.97,3485.722,3418.688,1215.713,2249.174,2086.323
"2009-02-12",2638.908,2371.8,2240.875,2473.453,3992.612,3571.746,3373.141,1229.445,2295.225,2083.105
"2009-02-13",2720.9,2447.467,2341.659,2578.821,4092.155,3722.393,3491.691,1269.853,2343.474,2123.813
"2009-02-16",2824.359,2550.759,2371.053,2585.659,4109.191,3736.967,3613.044,1293.229,2391.559,2158.765
"2009-02-17",2766.4,2486.115,2282.108,2478.789,4041.659,3640.295,3484.329,1238.655,2285.941,2134.23
"2009-02-18",2585.321,2364.804,2196.063,2387.38,3864.316,3535.267,3319.743,1172.75,2165.26,2055.885
"2009-02-19",2599.456,2414.896,2246.864,2420.355,3903.326,3584.072,3308.405,1200.439,2198.668,2110.133
"2009-02-20",2638.468,2500.955,2297.301,2492.77,4007.158,3689.891,3340.301,1216.665,2244.461,2159.705
"2009-02-23",2681.135,2566.571,2351.051,2578.078,4126.945,3798.546,3458.195,1257.6,2282.662,2188.144
"2009-02-24",2538.895,2467.223,2253.451,2503.121,4020.321,3658.151,3265.354,1207.803,2172.97,2112.838
"2009-02-25",2504.206,2456.332,2243.582,2495.433,3988.369,3607.303,3313.785,1191.056,2144.887,2100.66
"2009-02-26",2417.199,2306.541,2117.742,2328.897,3789.535,3363.565,3173.373,1115.278,2050.223,2026.207
"2009-02-27",2357.807,2182.905,2037.306,2244.342,3684.891,3261.536,3174.422,1058.737,2032.07,1989.754
"2009-03-02",2359.712,2292.62,2061.364,2292.623,3729.959,3316.599,3191.779,1074.546,2045.82,2030.955
"2009-03-03",2312.955,2221.598,2062.381,2286.174,3682.947,3368.578,3128.185,1067.817,2020.029,2034.835
"2009-03-04",2468.819,2359.115,2194.736,2421.134,3907.025,3557.024,3373.542,1137.957,2139.081,2104.515
"2009-03-05",2482.133,2383.195,2190.856,2413.658,3852.189,3540.876,3437.78,1135.728,2178.865,2125.114
"2009-03-06",2468.959,2349.524,2162.296,2437.627,3799.72,3461.477,3423.39,1122.623,2139.498,2090.517
"2009-03-09",2396.279,2237.494,2075.564,2325.51,3663.012,3335.717,3305.478,1070.079,2089.674,2055.407
"2009-03-10",2470.806,2271.94,2129.624,2363.674,3726.995,3390.802,3348.688,1093.057,2143.417,2067.315
"2009-03-11",2438.189,2272.669,2109.234,2322.6,3697.206,3384.398,3311.294,1085.921,2130.418,2054.308
"2009-03-12",2413.237,2272.467,2108.578,2300.488,3628.976,3350.958,3318.751,1086.967,2122.336,2051.493
"2009-03-13",2415.159,2256.626,2101.537,2280.225,3592.142,3328.514,3305.058,1080.004,2130.169,2041.144
"2009-03-16",2426.84,2299.661,2117.998,2332.394,3616.804,3359.439,3387.817,1087.835,2149.681,2039.804
"2009-03-17",2523.495,2400.014,2188.45,2433.445,3722.118,3475.518,3508.783,1126.266,2208.196,2081.78
"2009-03-18",2557.603,2442.257,2209.511,2458.671,3721.981,3502.95,3487.255,1140.216,2233.018,2090.315
"2009-03-19",2673.44,2496.239,2264.351,2514.952,3840.962,3567.229,3542.499,1161.206,2247.486,2106.864
"2009-03-20",2740.527,2585.753,2243.531,2505.955,3805.302,3532.436,3483.894,1159.958,2263.676,2096.307
"2009-03-23",2780.573,2650.595,2312.524,2576.223,3877.614,3602.021,3588.229,1178.589,2272.959,2108.726
"2009-03-24",2785.279,2636.108,2324.232,2601.588,3915.304,3653.923,3612.941,1184.215,2287.281,2137.262
"2009-03-25",2726.364,2576.512,2262.41,2532.764,3774.563,3538.69,3569.456,1148.191,2212.019,2089.221
"2009-03-26",2799.147,2675.323,2354.55,2589.757,3796.162,3604.428,3705.842,1173.09,2256.787,2123.386
"2009-03-27",2795.312,2705.03,2400.773,2622.883,3819.38,3610.207,3710.32,1229.278,2282.738,2147.787
"2009-03-30",2745.152,2660.885,2397.456,2602.043,3824.48,3652.356,3686.395,1235.907,2318.568,2182.191
"2009-03-31",2754.787,2655.692,2420.308,2631.101,3863.573,3706.865,3741.199,1246.118,2366.502,2188.295
"2009-04-01",2886.338,2715.058,2462.324,2688.262,3900.029,3744.347,3774.299,1272.738,2366.746,2191.92
"2009-04-02",2922.125,2743.869,2483.277,2715.648,3921.055,3752.213,3837.743,1271.993,2345.136,2186.887
"2009-04-03",2908.188,2698.409,2444.912,2703.108,3898.776,3673.776,3892.686,1271.664,2303.408,2147.739
"2009-04-07",3005.613,2702.176,2454.252,2704.462,3911.07,3647.328,3873.724,1280.133,2335.383,2158.964
"2009-04-08",2906.985,2594.41,2383.028,2603.29,3810.507,3545.548,3696.604,1248.815,2250.902,2097.461
"2009-04-09",2916.895,2629.33,2417.472,2644.041,3857.666,3562.409,3776.8,1278.039,2273.99,2111.714
"2009-04-10",3055.18,2728.048,2496.416,2739.363,3942.115,3708.759,3871.845,1342.145,2320.411,2146.802
"2009-04-13",3281.474,2801.803,2569.869,2795.84,4021.61,3730.208,3918.38,1361.683,2351.46,2170.38
"2009-04-14",3284.341,2795.843,2593.453,2849.719,4033.077,3761.673,3959.819,1379.016,2394.574,2186.082
